DIETARY SUPPLEMENT\HERBALS,Knee arthroplasty,2
DIETARY SUPPLEMENT\HERBALS,Prescribed overdose,3
DIETARY SUPPLEMENT\HERBALS,Medication error,4
DIETARY SUPPLEMENT\HERBALS,Hypoaesthesia,3
DIETARY SUPPLEMENT\HERBALS,Wound,4
DIETARY SUPPLEMENT\HERBALS,Peripheral swelling,4
DIETARY SUPPLEMENT\HERBALS,Lung disorder,4
DIETARY SUPPLEMENT\HERBALS,Migraine,3
DIETARY SUPPLEMENT\HERBALS,Adverse drug reaction,3
DIETARY SUPPLEMENT\HERBALS,Pain,2
DIETARY SUPPLEMENT\HERBALS,Blister,2
DIETARY SUPPLEMENT\HERBALS,Muscle spasms,4
DIETARY SUPPLEMENT\HERBALS,Urticaria,3
DIETARY SUPPLEMENT\HERBALS,Nausea,2
DIETARY SUPPLEMENT\HERBALS,Hand deformity,2
DIETARY SUPPLEMENT\HERBALS,Exostosis,3
DIETARY SUPPLEMENT\HERBALS,Oedema peripheral,2
DIETARY SUPPLEMENT\HERBALS,Contraindicated product administered,2
DIETARY SUPPLEMENT\HERBALS,Therapy non-responder,3
DIETARY SUPPLEMENT\HERBALS,Epilepsy,3
DIETARY SUPPLEMENT\HERBALS,Amnesia,3
DIETARY SUPPLEMENT\HERBALS,Peripheral venous disease,3
DIETARY SUPPLEMENT\HERBALS,Product use issue,3
DIETARY SUPPLEMENT\HERBALS,Pulmonary fibrosis,3
DIETARY SUPPLEMENT\HERBALS,Injury,3
DIETARY SUPPLEMENT\HERBALS,Sleep disorder,3
DIETARY SUPPLEMENT\HERBALS,Hip arthroplasty,2
DIETARY SUPPLEMENT\HERBALS,Irritable bowel syndrome,3
DIETARY SUPPLEMENT\HERBALS,Therapeutic product effect incomplete,3
DIETARY SUPPLEMENT\HERBALS,Adverse event,3
DIETARY SUPPLEMENT\HERBALS,Rash,4
DIETARY SUPPLEMENT\HERBALS,Arthralgia,3
DIETARY SUPPLEMENT\HERBALS,Laryngitis,3
DIETARY SUPPLEMENT\HERBALS,Pneumonia,3
DIETARY SUPPLEMENT\HERBALS,Maternal exposure during pregnancy,4
DIETARY SUPPLEMENT\HERBALS,Insomnia,4
DIETARY SUPPLEMENT\HERBALS,Pericarditis,4
DIETARY SUPPLEMENT\HERBALS,Alopecia,4
DIETARY SUPPLEMENT\HERBALS,Rheumatoid arthritis,4
DIETARY SUPPLEMENT\HERBALS,Exposure during pregnancy,3
DIETARY SUPPLEMENT\HERBALS,Joint swelling,5
DIETARY SUPPLEMENT\HERBALS,Incorrect route of product administration,3
DIETARY SUPPLEMENT\HERBALS,Pruritus,2
ARAVA,Deafness,5
ARAVA,Lung disorder,10
ARAVA,Injury,6
ARAVA,Sleep disorder,6
ARAVA,Hip arthroplasty,5
ARAVA,Rash pruritic,5
ARAVA,Breath sounds abnormal,5
ARAVA,Adverse event,10
ARAVA,Tuberculin test positive,9
ARAVA,Rash,14
ARAVA,Arthralgia,25
ARAVA,Amnesia,6
ARAVA,Laryngitis,6
ARAVA,Onychomadesis,5
ARAVA,Maternal exposure during pregnancy,14
ARAVA,Erythema,5
ARAVA,Insomnia,17
ARAVA,Pericarditis,14
ARAVA,Alopecia,21
ARAVA,Rheumatoid arthritis,26
ARAVA,Hypertension,12
ARAVA,Exposure during pregnancy,11
ARAVA,Irritable bowel syndrome,6
ARAVA,Joint swelling,34
ARAVA,Incorrect route of product administration,6
ARAVA,Therapeutic product effect incomplete,13
ARAVA,Pruritus,9
ARAVA,Night sweats,5
ARAVA,Sinusitis,10
ARAVA,Nail disorder,5
ARAVA,Basal cell carcinoma,5
ARAVA,Pneumonia,10
ARAVA,Nail operation,5
ARAVA,Musculoskeletal pain,5
ARAVA,Hepatitis,8
ARAVA,Hypersensitivity,16
ARAVA,Abdominal discomfort,15
ARAVA,Duodenal ulcer perforation,6
ARAVA,Lupus-like syndrome,6
ARAVA,Infection,6
ARAVA,Live birth,6
ARAVA,Weight increased,13
ARAVA,Psoriatic arthropathy,6
ARAVA,Drug tolerance decreased,5
ARAVA,Drug ineffective,20
ARAVA,Onychomycosis,5
ARAVA,Rheumatic fever,10
ARAVA,Inflammation,14
ARAVA,Pyrexia,6
ARAVA,C-reactive protein increased,5
ARAVA,Musculoskeletal stiffness,16
ARAVA,Ulcer,5
ARAVA,Prescribed underdose,10
ARAVA,Sciatica,6
ARAVA,Aspartate aminotransferase increased,5
ARAVA,Dizziness,5
ARAVA,Systemic lupus erythematosus,14
ARAVA,Product label confusion,4
ARAVA,Headache,12
ARAVA,Ill-defined disorder,5
ARAVA,Lower limb fracture,10
ARAVA,Sleep disorder due to a general medical condition,6
ARAVA,Gait disturbance,10
